Date,Datetime,Hour,Baseline_Temp,Baseline_AC,Optimized_Temp,Optimized_AC
2026-06-27,2026-06-27 14:55:00,14,19.465476909736175,1,24.422405166402463,1
2026-06-27,2026-06-27 15:00:00,15,19.476244826884944,1,24.40979885388166,1
2026-06-27,2026-06-27 15:05:00,15,19.485577787356455,1,24.39625351954252,1
2026-06-27,2026-06-27 15:10:00,15,19.495923523874957,1,24.383720971494917,1
2026-06-27,2026-06-27 15:15:00,15,19.505357460202653,1,24.37027662418783,1
2026-06-27,2026-06-27 15:20:00,15,19.514315369622786,1,24.357674535214905,1
2026-06-27,2026-06-27 15:25:00,15,19.52122413608246,1,24.343023298159245,1
2026-06-27,2026-06-27 15:30:00,15,19.52744152544998,1,24.328324079364542,1
2026-06-27,2026-06-27 15:35:00,15,19.526966212342963,1,24.307307468578223,1
2026-06-27,2026-06-27 15:40:00,15,19.524765160891697,1,24.2880065253377,1
2026-06-27,2026-06-27 15:45:00,15,19.518647707093045,1,24.260822247564796,1
2026-06-27,2026-06-27 15:50:00,15,19.499308371010706,1,24.217223130017523,1
2026-06-27,2026-06-27 15:55:00,15,19.479136579695627,1,24.19089958801866,1
2026-06-27,2026-06-27 16:00:00,16,19.454285535055682,1,24.1457784062624,1
2026-06-27,2026-06-27 16:05:00,16,19.41790417491226,1,24.10276384264231,1
2026-06-27,2026-06-27 16:10:00,16,19.39527180141537,1,24.070059899091724,1
2026-06-27,2026-06-27 16:15:00,16,19.37447890734999,1,24.02649672314525,1
2026-06-27,2026-06-27 16:20:00,16,19.35503678119509,1,24.000593628585342,1
2026-06-27,2026-06-27 16:25:00,16,19.331146105218217,1,23.952375884950165,1
2026-06-27,2026-06-27 16:30:00,16,19.308558090615556,1,23.92345933414996,1
2026-06-27,2026-06-27 16:35:00,16,19.285970076012894,1,23.874790927246217,1
2026-06-27,2026-06-27 16:40:00,16,19.260528638053223,1,23.8379463198036,1
2026-06-27,2026-06-27 16:45:00,16,19.23825377507834,1,23.786645149663094,1
2026-06-27,2026-06-27 16:50:00,16,19.224147430646703,1,23.750338619425897,1
2026-06-27,2026-06-27 16:55:00,16,19.20985137394397,1,23.70627217538655,1
2026-06-27,2026-06-27 17:00:00,17,19.176508427623197,1,23.648975835964087,1
2026-06-27,2026-06-27 17:05:00,17,19.144388833108827,1,23.59202334456146,1
2026-06-27,2026-06-27 17:10:00,17,19.119742115053818,1,23.545350489988927,1
2026-06-27,2026-06-27 17:15:00,17,19.090300220090434,1,23.497392074987296,1
2026-06-27,2026-06-27 17:20:00,17,19.079127904984638,1,23.45687363095582,1
2026-06-27,2026-06-27 17:25:00,17,19.067765153038785,1,23.42648750714958,1
2026-06-27,2026-06-27 17:30:00,17,19.05567525981693,1,23.39439148254693,1
2026-06-27,2026-06-27 17:35:00,17,19.05642743003788,1,23.39155356012285,1
2026-06-27,2026-06-27 17:40:00,17,19.061446987234525,1,23.396035943496976,1
2026-06-27,2026-06-27 17:45:00,17,19.06914910967695,1,23.392091353740547,1
2026-06-27,2026-06-27 17:50:00,17,19.077068558104806,1,23.387192272897813,1
2026-06-27,2026-06-27 17:55:00,17,19.08465497675585,1,23.381960158552978,1
2026-06-27,2026-06-27 18:00:00,18,19.0858617356536,1,23.374881299063567,1
2026-06-27,2026-06-27 18:05:00,18,19.086554744190074,1,23.367288687583063,1
2026-06-27,2026-06-27 18:10:00,18,19.082058265714444,1,23.35969607610256,1
2026-06-27,2026-06-27 18:15:00,18,19.077480169853665,1,23.35280878454447,1
2026-06-27,2026-06-27 18:20:00,18,19.06944871498505,1,23.34246813025326,1
2026-06-27,2026-06-27 18:25:00,18,19.061398681162395,1,23.33210889514536,1
2026-06-27,2026-06-27 18:30:00,18,19.05149918785552,1,23.319881973639134,1
2026-06-27,2026-06-27 18:35:00,18,19.04583597686375,1,23.30765505213291,1
2026-06-27,2026-06-27 18:40:00,18,19.042586587744303,1,23.29784196786583,1
2026-06-27,2026-06-27 18:45:00,18,19.037919441147245,1,23.286324339769784,1
2026-06-27,2026-06-27 18:50:00,18,19.032633478196807,1,23.2725970967114,1
2026-06-27,2026-06-27 18:55:00,18,19.029308829365768,1,23.2658099353686,1
2026-06-27,2026-06-27 19:00:00,19,19.022373722775377,1,23.25333207085729,1
2026-06-27,2026-06-27 19:05:00,19,19.016053791532762,1,23.241469383090738,1
2026-06-27,2026-06-27 19:10:00,19,19.0095536055998,1,23.229426439702515,1
2026-06-27,2026-06-27 19:15:00,19,19.002880463751502,1,23.21721054039896,1
2026-06-27,2026-06-27 19:20:00,19,18.99549134625355,1,23.197952985614542,1
2026-06-27,2026-06-27 19:25:00,19,18.997319061334714,1,23.180259493961934,1
2026-06-27,2026-06-27 19:30:00,19,18.996633790342607,1,23.160387288630012,1
2026-06-27,2026-06-27 19:35:00,19,18.996282791889975,1,23.14051508329809,1
2026-06-27,2026-06-27 19:40:00,19,18.994931215242254,1,23.11964230038226,1
2026-06-27,2026-06-27 19:45:00,19,18.96884631161462,1,23.074402564987544,1
2026-06-27,2026-06-27 19:50:00,19,18.943127760485517,1,23.029957646355037,1
2026-06-27,2026-06-27 19:55:00,19,18.94340742006549,1,23.011510914042596,1
2026-06-27,2026-06-27 20:00:00,20,18.938570234921066,1,22.98775849476457,1
2026-06-28,2026-06-28 08:05:00,8,31.27376940846443,1,31.27376940846443,1
2026-06-28,2026-06-28 08:10:00,8,30.433470398187637,1,30.433470398187637,1
2026-06-28,2026-06-28 08:15:00,8,29.502588599920273,1,29.502588599920273,1
2026-06-28,2026-06-28 08:20:00,8,28.730783313512802,1,28.730783313512802,1
2026-06-28,2026-06-28 08:25:00,8,28.053744703531265,1,28.053744703531265,1
2026-06-28,2026-06-28 08:30:00,8,27.409252375364304,1,27.409252375364304,1
2026-06-28,2026-06-28 08:35:00,8,26.87584415078163,1,26.87584415078163,1
2026-06-28,2026-06-28 08:40:00,8,26.448050767183304,1,26.448050767183304,1
2026-06-28,2026-06-28 08:45:00,8,26.147137492895126,1,26.147137492895126,1
2026-06-28,2026-06-28 08:50:00,8,25.920567110180855,1,25.920567110180855,1
2026-06-28,2026-06-28 08:55:00,8,25.717080280184746,1,25.717080280184746,1
2026-06-28,2026-06-28 09:00:00,9,25.55602626502514,1,25.55602626502514,1
2026-06-28,2026-06-28 09:05:00,9,25.438098184764385,1,25.438098184764385,1
2026-06-28,2026-06-28 09:10:00,9,25.360115818679333,1,25.360115818679333,1
2026-06-28,2026-06-28 09:15:00,9,25.377529503777623,1,25.377529503777623,1
2026-06-28,2026-06-28 09:20:00,9,25.38545094896108,1,25.38545094896108,1
2026-06-28,2026-06-28 09:25:00,9,25.39243054157123,1,25.39243054157123,1
2026-06-28,2026-06-28 09:30:00,9,25.411746840458363,1,25.411746840458363,1
2026-06-28,2026-06-28 09:35:00,9,25.42714075697586,1,25.42714075697586,1
2026-06-28,2026-06-28 09:40:00,9,25.445597460027784,1,25.445597460027784,1
2026-06-28,2026-06-28 09:45:00,9,25.45700666354969,1,25.45700666354969,1
2026-06-28,2026-06-28 09:50:00,9,25.463560754898936,1,25.463560754898936,1
2026-06-28,2026-06-28 09:55:00,9,25.474567331839353,1,25.474567331839353,1
2026-06-28,2026-06-28 10:00:00,10,25.482832655776292,1,25.482832655776292,1
2026-06-28,2026-06-28 10:05:00,10,25.491286288481206,1,25.491286288481206,1
2026-06-28,2026-06-28 10:10:00,10,25.494978859322146,1,25.494978859322146,1
2026-06-28,2026-06-28 10:15:00,10,25.48712933366187,1,25.48712933366187,1
2026-06-28,2026-06-28 10:20:00,10,25.47757639014162,1,25.47757639014162,1
2026-06-28,2026-06-28 10:25:00,10,25.46908379648812,1,25.46908379648812,1
2026-06-28,2026-06-28 10:30:00,10,25.46021455922164,1,25.46021455922164,1
2026-06-28,2026-06-28 10:35:00,10,25.452825679676607,1,25.452825679676607,1
2026-06-28,2026-06-28 10:40:00,10,25.450900202151388,1,25.450900202151388,1
2026-06-28,2026-06-28 10:45:00,10,25.45089795646527,1,25.45089795646527,1
2026-06-28,2026-06-28 10:50:00,10,25.45089571077915,1,25.45089571077915,1
2026-06-28,2026-06-28 10:55:00,10,25.451932241256145,1,25.451932241256145,1
2026-06-28,2026-06-28 11:00:00,11,25.457397895912436,1,25.457397895912436,1
2026-06-28,2026-06-28 11:05:00,11,25.459749085410294,1,25.459749085410294,1
2026-06-28,2026-06-28 11:10:00,11,25.45150107569134,1,25.45150107569134,1
2026-06-28,2026-06-28 11:15:00,11,25.43943301918989,1,25.43943301918989,1
2026-06-28,2026-06-28 11:20:00,11,25.42391078691071,1,25.42391078691071,1
2026-06-28,2026-06-28 11:25:00,11,25.417798646307347,1,25.417798646307347,1
2026-06-28,2026-06-28 11:30:00,11,25.40614948100483,1,25.40614948100483,1
2026-06-28,2026-06-28 11:35:00,11,25.393608535221574,1,25.393608535221574,1
2026-06-28,2026-06-28 11:40:00,11,25.381266559987125,1,25.381266559987125,1
2026-06-28,2026-06-28 11:45:00,11,25.367680411367473,1,25.367680411367473,1
2026-06-28,2026-06-28 11:50:00,11,25.36528724785967,1,25.36528724785967,1
2026-06-28,2026-06-28 11:55:00,11,25.350464199484122,1,25.350464199484122,1
2026-06-28,2026-06-28 12:00:00,12,25.365813825093937,1,25.365813825093937,1
2026-06-28,2026-06-28 12:05:00,12,25.379343255237472,1,25.379343255237472,1
2026-06-28,2026-06-28 12:10:00,12,25.395167303086055,1,25.395167303086055,1
2026-06-28,2026-06-28 12:15:00,12,25.41049631666465,1,25.41049631666465,1
2026-06-28,2026-06-28 12:20:00,12,25.425111400709284,1,25.425111400709284,1
